00542	AB	91-20-3	Naphthalene	% Weight Pollutant	0.2	lbs/yr	79.81380000000001	lbs/yr	95.77656
00551	AE	7664-38-2	Phosphoric acid	% Weight Pollutant	0.75	lbs/yr	10333.259999999998	lbs/yr	12399.911999999997
00546	AH	7631-86-9	Silica, crystalline (respirable)	% Weight Pollutant	0.30000000000000004	lbs/yr	949.509	lbs/yr	1139.4108
00547	AH	7631-86-9	Silica, crystalline (respirable)	% Weight Pollutant	0.22499999999999998	lbs/yr	180.613125	lbs/yr	216.73574999999997
00543	AK	1310-73-2	Sodium hydroxide	% Weight Pollutant	0.0055	lbs/yr	3.09049125	lbs/yr	3.7085894999999995
00544	AK	1310-73-2	Sodium hydroxide	% Weight Pollutant	0.8	lbs/yr	2668.8	lbs/yr	3202.56
00545	AK	1310-73-2	Sodium hydroxide	% Weight Pollutant	0.22499999999999998	lbs/yr	786.4411499999999	lbs/yr	943.7293799999999
00554	AN	108-88-3	Toluene	% Weight Pollutant	1	lbs/yr	252.1	lbs/yr	302.52
00578	P	14808-60-7	Crystalline Silica    (as Quartz)	% Weight Pollutant	40-70%
00607	P	67-56-1	Methanol	% Weight Pollutant	0.01	lbs/yr	1012	lbs/yr	1353.19
00624	P	75-65-0	2-Methylpropan-2-ol	% Weight Pollutant	0.001	lbs/yr	0.042428916	lbs/yr	0.042428916
00625	AB	107-98-2	Propylene glycol monomethyl ether	% Weight Pollutant	0.075	lbs/yr	2.55204	lbs/yr	5.10408
00626	P	75-65-0	2-Methylpropan-2-ol	% Weight Pollutant	0.0019	lbs/yr	0.09024296999999999	lbs/yr	0.09024296999999999
00633	AE	79-21-0	Peracetic acid	% Weight Pollutant	0.044	lbs/yr	138.967752	lbs/yr	277.935504
00634	S	811-97-2	1,1,1,2-Tetrafluoroethane	% Weight Pollutant	0.04	lbs/yr	80.064	lbs/yr	160.128
00630	AH	1310-73-2	Sodium hydroxide	% Weight Pollutant	0.01	lbs/yr	14.724269999999999	lbs/yr	29.448539999999998
00627	Y	111-76-2	Ethylene glycol monobutyl ether	% Weight Pollutant	0.09	lbs/yr	953.6373000000001	lbs/yr	1907.2746000000002
00628	AH	1310-73-2	Sodium hydroxide	% Weight Pollutant	0.45	lbs/yr	1121.3964	lbs/yr	2242.7928
00629	AH	1310-73-2	Sodium hydroxide	% Weight Pollutant	0.0045	lbs/yr	20.49138	lbs/yr	40.98276
00631	AH	1310-73-2	Sodium hydroxide	% Weight Pollutant	0.2	lbs/yr	8759.3352	lbs/yr	17518.6704
00632	AH	1310-73-2	Sodium hydroxide	% Weight Pollutant	0.09	lbs/yr	625.231035	lbs/yr	1250.46207
00647	P	1344-28-1	Aluminum oxide (fibrous forms)	% Weight Pollutant	0.1	lbs/yr	1.7000000000000002	lbs/yr	1.7000000000000002
00644	S	78-93-3	Methyl ethyl ketone	% Weight Pollutant	0.03	lbs/yr	46.08	lbs/yr	46.08
00645	S	78-93-3	Methyl ethyl ketone	% Weight Pollutant	0.03	lbs/yr	275.52	lbs/yr	275.52
00646	Y	100-42-5	Styrene	% Weight Pollutant	0.175	lbs/yr	30.974999999999998	lbs/yr	30.974999999999998
00698	AQ	67-56-1	Methanol	% Weight Pollutant	0.002	lbs/yr	1.752	lbs/yr	1.752
00720	P	1344-28-1	Aluminum oxide (fibrous forms)	% Weight Pollutant	0.1	lbs/yr	30.0	lbs/yr	30.0
00699	AZ	7631-86-9	Silica, crystalline (respirable)	% Weight Pollutant	0.03	lbs/yr	24.119999999999997	lbs/yr	24.119999999999997
00708	S	###	Cobalt compounds	% Weight Pollutant	0.000375	lbs/yr	5.5935	lbs/yr	5.5935
00709	S	###	Cobalt compounds	% Weight Pollutant	0.00075	lbs/yr	13.8225	lbs/yr	13.8225
00716	BC	100-42-5	Styrene	% Weight Pollutant	0.175	lbs/yr	3.3249999999999997	lbs/yr	3.3249999999999997
00702	Y	100-41-4	Ethyl benzene	% Weight Pollutant	0.005	lbs/yr	0.6900000000000001	lbs/yr	0.6900000000000001
00703	Y	100-41-4	Ethyl benzene	% Weight Pollutant	0.005	lbs/yr	3.5	lbs/yr	3.5
00705	Y	100-41-4	Ethyl benzene	% Weight Pollutant	0.005	lbs/yr	0.47500000000000003	lbs/yr	0.47500000000000003
00711	Y	100-41-4	Ethyl benzene	% Weight Pollutant	0.005	lbs/yr	24.0	lbs/yr	24.0
00707	AB	107-21-1	Ethylene glycol	% Weight Pollutant	0.01	lbs/yr	273.74	lbs/yr	273.74
00719	AN	101-68-8	Methylene diphenyl diisocyanate	% Weight Pollutant	0.00015000000000000001	lbs/yr	0.060000000000000005	lbs/yr	0.060000000000000005
00713	AH	111-46-6	Diethylene glycol	% Weight Pollutant	0.075	lbs/yr	26.4	lbs/yr	26.4
00718	AN	101-68-8	Methylene diphenyl diisocyanate	% Weight Pollutant	0.00018	lbs/yr	0.007560000000000001	lbs/yr	0.007560000000000001
00701	AZ	7631-86-9	Silica, crystalline (respirable)	% Weight Pollutant	0.0225	lbs/yr	4.5	lbs/yr	4.5
00717	BC	100-42-5	Styrene	% Weight Pollutant	0.205	lbs/yr	196.79999999999998	lbs/yr	196.79999999999998
00700	AT	78-93-3	Methyl ethyl ketone	% Weight Pollutant	0.012	lbs/yr	6.468	lbs/yr	6.468
00706	AT	78-93-3	Methyl ethyl ketone	% Weight Pollutant	0.03	lbs/yr	53.76	lbs/yr	53.76
00712	AT	78-93-3	Methyl ethyl ketone	% Weight Pollutant	0.015	lbs/yr	54.239999999999995	lbs/yr	54.239999999999995
00710	AW	78-40-0	Triethyl phosphine	% Weight Pollutant	0.03	lbs/yr	195.0	lbs/yr	195.0
00704	AZ	7631-86-9	Silica, crystalline (respirable)	% Weight Pollutant	0.02	lbs/yr	5.3	lbs/yr	5.3
