"key","Pollutant","2016 Total Emissions (lbs)","2016 Total Uncontrolled Emissions (lbs)","2016 Total Other Emissions (lbs)","Is Heavy Metal"
"34-2681","Ethylene glycol","4.300","0.000","4.300","FALSE"
"34-2681","Acrolein","4.058","4.003","0.055","FALSE"
"34-2681","Nitric acid","4.000","0.000","4.000","FALSE"
"34-2681","Arsine","3.600","0.000","3.600","FALSE"
"34-2681","1,2,4-Trimethylbenzene","2.800","0.000","2.800","FALSE"
"34-2681","Vanadium (fume or dust)","2.790","2.790","0.000","TRUE"
"34-2681","Nickel","2.635","2.632","0.003","TRUE"
"34-2681","Diethylene glycol dimethyl ether","2.600","0.000","2.600","FALSE"
"34-2681","n-Butyl alcohol","2.500","0.000","2.500","FALSE"
"34-2681","Cyclohexane","2.200","0.000","2.200","FALSE"
"34-2681","Molybdenum trioxide","2.002","2.002","0.000","TRUE"
"34-2681","Chromium VI","1.701","1.701","0.000","TRUE"
"34-2681","Cadmium","1.368","1.367","0.001","TRUE"
"34-2681","Copper and compounds","1.123","1.119","0.003","TRUE"
"34-2681","Benzo[a]pyrene","0.837","0.778","0.058","FALSE"
"34-2681","Diethylene glycol monoethyl ether","0.800","0.000","0.800","FALSE"
"34-2681","Manganese","0.530","0.528","0.002","TRUE"
"34-2681","Mercury","0.360","0.358","0.002","TRUE"
"34-2681","Arsenic","0.278","0.277","0.001","TRUE"
"34-2681","Lead","0.185","0.178","0.007","TRUE"
"34-2681","Cobalt","0.102","0.102","0.000","TRUE"
"34-2681","Selenium","0.078","0.076","0.002","TRUE"
"34-2681","2-Methyl naphthalene","0.029","0.029","0.000","FALSE"
"34-2681","Phenanthrene","0.021","0.021","0.000","FALSE"
"34-2681","7,12-Dimethylbenz[a]anthracene","0.019","0.019","0.000","FALSE"
"34-2681","Beryllium","0.015","0.015","0.000","FALSE"
"34-2681","Pyrene","0.006","0.006","0.000","FALSE"
"34-2681","Chlorobenzene","0.005","0.004","0.000","FALSE"
"34-2681","Fluoranthene","0.004","0.004","0.000","FALSE"
"34-2681","Fluorene","0.003","0.003","0.000","FALSE"
"34-2681","Anthracene","0.003","0.003","0.000","FALSE"
"34-2681","Indeno[1,2,3-cd]pyrene","0.002","0.002","0.000","FALSE"
"34-2681","Chrysene","0.002","0.002","0.000","FALSE"
"34-2681","Benzo[b]fluoranthene","0.002","0.002","0.000","FALSE"
"34-2681","Acenaphthene","0.002","0.002","0.000","FALSE"
"34-2681","3-Methylcholanthrene","0.002","0.002","0.000","FALSE"
"34-2681","Benzo[k]fluoranthene","0.002","0.002","0.000","FALSE"
"34-2681","Benz[a]anthracene","0.002","0.002","0.000","FALSE"
"34-2681","Acenaphthylene","0.002","0.002","0.000","FALSE"
"34-2681","Dibenz[a,h]acridine","0.001","0.001","0.000","FALSE"
"34-2681","Benzo[g,h,i]perylene","0.001","0.001","0.000","FALSE"
"34-2681","Silver compounds","0.000","0.000","0.000","TRUE"
"34-2681","Silver","0.000","0.000","0.000","TRUE"
"34-2681","Lead chromate","0.000","0.000","0.000","TRUE"
"34-2681","Chromium trioxide","0.000","0.000","0.000","TRUE"
"34-2681","Triphenyl phosphate","0.000","0.000","0.000","FALSE"
"34-2681","Trans-1,2-dichloroethene","0.000","0.000","0.000","FALSE"
"34-2681","Strontium chromate","0.000","0.000","0.000","FALSE"
"34-2681","Sodium dichromate","0.000","0.000","0.000","FALSE"
"34-2681","Methyl ethyl ketone","0.000","0.000","0.000","FALSE"
"34-2681","Hydrogen sulfide","0.000","0.000","0.000","FALSE"
"34-2681","Diethylene glycol monobutyl ether","0.000","0.000","0.000","FALSE"
"34-2681","Diethylene glycol","0.000","0.000","0.000","FALSE"
"34-2681","Dichlorodifluoromethane","0.000","0.000","0.000","FALSE"
"34-2681","Chromic(VI) Acid","0.000","0.000","0.000","FALSE"
"34-2681","Carbonyl sulfide","0.000","0.000","0.000","FALSE"
"34-2681","Barium chromate","0.000","0.000","0.000","FALSE"
"34-2681","Ammonium nitrate","0.000","0.000","0.000","FALSE"
"34-2681","Amitrole","0.000","0.000","0.000","FALSE"
"34-2681","1,3,5-Trimethylbenzene","0.000","0.000","0.000","FALSE"
"34-2681","1,1,1,2-Tetrafluoroethane","0.000","0.000","0.000","FALSE"
"34-2681","1,1-Difluoroethane","0.000","0.000","0.000","FALSE"
"34-2681","Calcium chromate","0.000","0.000","0.000","FALSE"
"34-2681","Sodium hydroxide","0.000","0.000","0.000","FALSE"
"34-2681","Ammonium bisulfate","0.000","0.000","0.000","FALSE"
"34-2681","Aluminum","0.000","0.000","0.000","FALSE"
"34-2681","Phosphoric acid","0.000","0.000","0.000","FALSE"
"34-2681","2-Phenylphenol","0.000","0.000","0.000","FALSE"
"34-2681","Ammonium sulfate","0.000","0.000","0.000","FALSE"
"34-2681","Nitrilotriacetic acid","0.000","0.000","0.000","FALSE"
"34-2681","Bromine pentafluoride","0.000","0.000","0.000","FALSE"
"34-2681","o-Phenylphenate, Sodium","0.000","0.000","0.000","FALSE"
"34-2681","Aluminum oxide (fibrous forms)","0.000","0.000","0.000","FALSE"
"34-2753","Total - All Pollutants","1,806.736","1,806.736","0.000","NA"
"34-2753","Methylene chloride","697.963","697.963","0.000","FALSE"
"34-2753","Ammonia","578.712","578.712","0.000","FALSE"
"34-2753","Chloroform","251.121","251.121","0.000","FALSE"
"34-2753","Ethyl benzene","88.107","88.107","0.000","FALSE"
"34-2753","Formaldehyde","53.045","53.045","0.000","FALSE"
"34-2753","Toluene","51.298","51.298","0.000","FALSE"
"34-2753","Hexane","48.720","48.720","0.000","FALSE"
"34-2753","Total Phenolics","13.446","13.446","0.000","FALSE"
"34-2753","Acetaldehyde","6.096","6.096","0.000","FALSE"
"34-2753","Benzene","4.815","4.815","0.000","FALSE"
"34-2753","Perchloroethylene","1.879","1.879","0.000","FALSE"
"34-2753","Carbon tetrachloride","1.789","1.789","0.000","FALSE"
"34-2753","1,4-Dichlorobenzene","1.789","1.789","0.000","FALSE"
"34-2753","Total - Heavy Metals Only","1.787","1.787","0.000","TRUE"
"34-2753","Trichloroethylene","1.610","1.610","0.000","FALSE"
"34-2753","Xylenes (mixed) including:","1.506","1.506","0.000","FALSE"
"34-2753","Ethylene dichloride","1.342","1.342","0.000","FALSE"
"34-2753","1,3-Butadiene","0.877","0.877","0.000","FALSE"
"34-2753","Zinc","0.771","0.771","0.000","TRUE"
"34-2753","Acrolein","0.376","0.376","0.000","FALSE"
"34-2753","Naphthalene","0.337","0.337","0.000","FALSE"
"34-2753","Lead","0.304","0.304","0.000","TRUE"
"34-2753","Nickel","0.235","0.235","0.000","TRUE"
"34-2753","Arsenic","0.211","0.211","0.000","TRUE"
"34-2753","Barium","0.117","0.117","0.000","FALSE"
"34-2753","Cadmium","0.081","0.081","0.000","TRUE"
"34-2753","Vanadium (fume or dust)","0.061","0.061","0.000","TRUE"
"34-2753","Molybdenum trioxide","0.044","0.044","0.000","TRUE"
"34-2753","Chromium VI","0.037","0.037","0.000","TRUE"
"34-2753","Copper and compounds","0.023","0.023","0.000","TRUE"
"34-2753","Manganese","0.010","0.010","0.000","TRUE"
"34-2753","Mercury","0.007","0.007","0.000","TRUE"
"34-2753","Cobalt","0.002","0.002","0.000","TRUE"
"34-2753","Selenium","0.001","0.001","0.000","TRUE"
"34-2753","2-Methyl naphthalene","0.001","0.001","0.000","FALSE"
"34-2753","Phenanthrene","0.000","0.000","0.000","FALSE"
"34-2753","7,12-Dimethylbenz[a]anthracene","0.000","0.000","0.000","FALSE"
"34-2753","Beryllium","0.000","0.000","0.000","FALSE"
"34-2753","Pyrene","0.000","0.000","0.000","FALSE"
"34-2753","Fluoranthene","0.000","0.000","0.000","FALSE"
"34-2753","Fluorene","0.000","0.000","0.000","FALSE"
"34-2753","Anthracene","0.000","0.000","0.000","FALSE"
"34-2753","Indeno[1,2,3-cd]pyrene","0.000","0.000","0.000","FALSE"
"34-2753","Chrysene","0.000","0.000","0.000","FALSE"
"34-2753","Benzo[k]fluoranthene","0.000","0.000","0.000","FALSE"
"34-2753","Benzo[b]fluoranthene","0.000","0.000","0.000","FALSE"
"34-2753","Benz[a]anthracene","0.000","0.000","0.000","FALSE"
"34-2753","Acenaphthylene","0.000","0.000","0.000","FALSE"
"34-2753","Acenaphthene","0.000","0.000","0.000","FALSE"
"34-2753","3-Methylcholanthrene","0.000","0.000","0.000","FALSE"
"34-2753","Dibenz[a,h]acridine","0.000","0.000","0.000","FALSE"
"34-2753","Benzo[a]pyrene","0.000","0.000","0.000","FALSE"
"34-2753","Benzo[g,h,i]perylene","0.000","0.000","0.000","FALSE"
"34-2783","Total - All Pollutants","820.842","793.432","27.410","NA"
"34-2783","Acetaldehyde","469.380","441.970","27.410","FALSE"
"34-2783","Ammonia","217.075","217.075","0.000","FALSE"
"34-2783","Hexane","122.104","122.104","0.000","FALSE"
"34-2783","Formaldehyde","5.088","5.088","0.000","FALSE"
"34-2783","Total - Heavy Metals Only","2.669","2.669","0.000","TRUE"
"34-2783","Zinc","1.967","1.967","0.000","TRUE"
"34-2783","Toluene","1.798","1.798","0.000","FALSE"
"34-2783","Xylenes (mixed) including:","1.336","1.336","0.000","FALSE"
"34-2783","Ethyl benzene","0.468","0.468","0.000","FALSE"
"34-2783","Benzene","0.393","0.393","0.000","FALSE"
"34-2783","Barium","0.298","0.298","0.000","FALSE"
"34-2783","Acrolein","0.183","0.183","0.000","FALSE"
"34-2783","Vanadium (fume or dust)","0.156","0.156","0.000","TRUE"
"34-2783","Nickel","0.142","0.142","0.000","TRUE"
"34-2783","Molybdenum trioxide","0.112","0.112","0.000","TRUE"
"34-2783","Chromium VI","0.095","0.095","0.000","TRUE"
"34-2783","Cadmium","0.075","0.075","0.000","TRUE"
"34-2783","Copper and compounds","0.058","0.058","0.000","TRUE"
"34-2783","Naphthalene","0.041","0.041","0.000","FALSE"
"34-2783","Manganese","0.026","0.026","0.000","TRUE"
"34-2783","Mercury","0.018","0.018","0.000","TRUE"
"34-2783","Arsenic","0.014","0.014","0.000","TRUE"
"34-2783","Cobalt","0.006","0.006","0.000","TRUE"
"34-2783","Selenium","0.002","0.002","0.000","TRUE"
"34-2783","2-Methyl naphthalene","0.002","0.002","0.000","FALSE"
"34-2783","Phenanthrene","0.001","0.001","0.000","FALSE"
"34-2783","7,12-Dimethylbenz[a]anthracene","0.001","0.001","0.000","FALSE"
"34-2783","Beryllium","0.001","0.001","0.000","FALSE"
"34-2783","Pyrene","0.000","0.000","0.000","FALSE"
"34-2783","Fluoranthene","0.000","0.000","0.000","FALSE"
"34-2783","Fluorene","0.000","0.000","0.000","FALSE"
"34-2783","Anthracene","0.000","0.000","0.000","FALSE"
"34-2783","Indeno[1,2,3-cd]pyrene","0.000","0.000","0.000","FALSE"
"34-2783","Benzo[k]fluoranthene","0.000","0.000","0.000","FALSE"
"34-2783","Benz[a]anthracene","0.000","0.000","0.000","FALSE"
"34-2783","Benzo[b]fluoranthene","0.000","0.000","0.000","FALSE"
"34-2783","Acenaphthylene","0.000","0.000","0.000","FALSE"
"34-2783","3-Methylcholanthrene","0.000","0.000","0.000","FALSE"
"34-2783","Chrysene","0.000","0.000","0.000","FALSE"
"34-2783","Acenaphthene","0.000","0.000","0.000","FALSE"
"34-2783","Benzo[g,h,i]perylene","0.000","0.000","0.000","FALSE"
"34-2783","Dibenz[a,h]acridine","0.000","0.000","0.000","FALSE"
"34-2783","Benzo[a]pyrene","0.000","0.000","0.000","FALSE"
"34-2804","Total - All Pollutants","9,138.125","1,519.355","7,618.770","NA"
"34-2804","Silica, crystalline (respirable)","8,550.945","1,045.132","7,505.813","FALSE"
"34-2804","Ammonia","211.907","211.907","0.000","FALSE"
"34-2804","Hydrogen fluoride","130.924","130.924","0.000","FALSE"
"34-2804","Hexane","119.197","119.197","0.000","FALSE"
"34-2804","Hydrochloric Acid","112.957","0.000","112.957","FALSE"
"34-2804","Formaldehyde","4.967","4.967","0.000","FALSE"
"34-2804","Total - Heavy Metals Only","2.606","2.606","0.000","TRUE"
"34-2804","Zinc","1.920","1.920","0.000","TRUE"
"34-2804","Toluene","1.755","1.755","0.000","FALSE"
"34-2804","Xylenes (mixed) including:","1.305","1.305","0.000","FALSE"
"34-2804","Ethyl benzene","0.457","0.457","0.000","FALSE"
"34-2804","Benzene","0.384","0.384","0.000","FALSE"
"34-2804","Barium","0.291","0.291","0.000","FALSE"
"34-2804","Acetaldehyde","0.205","0.205","0.000","FALSE"
"34-2804","Acrolein","0.179","0.179","0.000","FALSE"
"34-2804","Vanadium (fume or dust)","0.152","0.152","0.000","TRUE"
"34-2804","Nickel","0.139","0.139","0.000","TRUE"
"34-2804","Molybdenum trioxide","0.109","0.109","0.000","TRUE"
"34-2804","Chromium VI","0.093","0.093","0.000","TRUE"
"34-2804","Cadmium","0.073","0.073","0.000","TRUE"
"34-2804","Copper and compounds","0.056","0.056","0.000","TRUE"
"34-2804","Naphthalene","0.040","0.040","0.000","FALSE"
"34-2804","Manganese","0.025","0.025","0.000","TRUE"
"34-2804","Mercury","0.017","0.017","0.000","TRUE"
"34-2804","Arsenic","0.013","0.013","0.000","TRUE"
"34-2804","Cobalt","0.006","0.006","0.000","TRUE"
"34-2804","Selenium","0.002","0.002","0.000","TRUE"
"34-2804","2-Methyl naphthalene","0.002","0.002","0.000","FALSE"
"34-2804","Phenanthrene","0.001","0.001","0.000","FALSE"
"34-2804","7,12-Dimethylbenz[a]anthracene","0.001","0.001","0.000","FALSE"
"34-2804","Beryllium","0.001","0.001","0.000","FALSE"
"34-2804","Pyrene","0.000","0.000","0.000","FALSE"
"34-2804","Fluoranthene","0.000","0.000","0.000","FALSE"
"34-2804","Fluorene","0.000","0.000","0.000","FALSE"
"34-2804","Anthracene","0.000","0.000","0.000","FALSE"
"34-2804","Benzo[k]fluoranthene","0.000","0.000","0.000","FALSE"
"34-2804","Acenaphthylene","0.000","0.000","0.000","FALSE"
"34-2804","Acenaphthene","0.000","0.000","0.000","FALSE"
"34-2804","Benz[a]anthracene","0.000","0.000","0.000","FALSE"
"34-2804","Indeno[1,2,3-cd]pyrene","0.000","0.000","0.000","FALSE"
"34-2804","Benzo[b]fluoranthene","0.000","0.000","0.000","FALSE"
"34-2804","3-Methylcholanthrene","0.000","0.000","0.000","FALSE"
"34-2804","Chrysene","0.000","0.000","0.000","FALSE"
"34-2804","Dibenz[a,h]acridine","0.000","0.000","0.000","FALSE"
"34-2804","Benzo[g,h,i]perylene","0.000","0.000","0.000","FALSE"
"34-2804","Benzo[a]pyrene","0.000","0.000","0.000","FALSE"
"34-2813","Total - All Pollutants","362.698","362.698","0.000","NA"
"34-2813","Ammonia","204.860","204.860","0.000","FALSE"
"34-2813","Hexane","114.880","114.880","0.000","FALSE"
"34-2813","Diesel Particulate Matter","27.979","27.979","0.000","FALSE"
"34-2813","Formaldehyde","6.227","6.227","0.000","FALSE"
"34-2813","Total - Heavy Metals Only","2.552","2.552","0.000","TRUE"
"34-2813","Zinc","1.869","1.869","0.000","TRUE"
"34-2813","Toluene","1.779","1.779","0.000","FALSE"
"34-2813","Xylenes (mixed) including:","1.292","1.292","0.000","FALSE"
"34-2813","Acetaldehyde","0.852","0.852","0.000","FALSE"
"34-2813","Benzene","0.526","0.526","0.000","FALSE"
"34-2813","Ethyl benzene","0.449","0.449","0.000","FALSE"
"34-2813","Propylene","0.390","0.390","0.000","FALSE"
"34-2813","Barium","0.281","0.281","0.000","FALSE"
"34-2813","Acrolein","0.201","0.201","0.000","FALSE"
"34-2813","1,3-Butadiene","0.182","0.182","0.000","FALSE"
"34-2813","Hydrochloric acid","0.156","0.156","0.000","FALSE"
"34-2813","Vanadium (fume or dust)","0.147","0.147","0.000","TRUE"
"34-2813","Nickel","0.137","0.137","0.000","TRUE"
"34-2813","Molybdenum trioxide","0.105","0.105","0.000","TRUE"
"34-2813","Chromium VI","0.089","0.089","0.000","TRUE"
"34-2813","Cadmium","0.071","0.071","0.000","TRUE"
"34-2813","Copper and compounds","0.058","0.058","0.000","TRUE"
"34-2813","Naphthalene","0.055","0.055","0.000","FALSE"
"34-2813","Benzo[a]pyrene","0.030","0.030","0.000","FALSE"
"34-2813","Manganese","0.027","0.027","0.000","TRUE"
"34-2813","Mercury","0.018","0.018","0.000","TRUE"
"34-2813","Arsenic","0.014","0.014","0.000","TRUE"
"34-2813","Lead","0.007","0.007","0.000","TRUE"
"34-2813","Cobalt","0.005","0.005","0.000","TRUE"
"34-2813","Selenium","0.003","0.003","0.000","TRUE"
"34-2813","2-Methyl naphthalene","0.002","0.002","0.000","FALSE"
"34-2813","Phenanthrene","0.001","0.001","0.000","FALSE"
"34-2813","7,12-Dimethylbenz[a]anthracene","0.001","0.001","0.000","FALSE"
"34-2813","Beryllium","0.001","0.001","0.000","FALSE"
"34-2813","Pyrene","0.000","0.000","0.000","FALSE"
"34-2813","Fluoranthene","0.000","0.000","0.000","FALSE"
"34-2813","Fluorene","0.000","0.000","0.000","FALSE"
"34-2813","Chlorobenzene","0.000","0.000","0.000","FALSE"
"34-2813","Anthracene","0.000","0.000","0.000","FALSE"
"34-2813","Indeno[1,2,3-cd]pyrene","0.000","0.000","0.000","FALSE"
"34-2813","Benzo[b]fluoranthene","0.000","0.000","0.000","FALSE"
"34-2813","Acenaphthylene","0.000","0.000","0.000","FALSE"
"34-2813","3-Methylcholanthrene","0.000","0.000","0.000","FALSE"
"34-2813","Benzo[k]fluoranthene","0.000","0.000","0.000","FALSE"
"34-2813","Chrysene","0.000","0.000","0.000","FALSE"
"34-2813","Acenaphthene","0.000","0.000","0.000","FALSE"
"34-2813","Benz[a]anthracene","0.000","0.000","0.000","FALSE"
"34-2813","Dibenz[a,h]acridine","0.000","0.000","0.000","FALSE"
"34-2813","Benzo[g,h,i]perylene","0.000","0.000","0.000","FALSE"
"34-9510","Total - All Pollutants","6,107.200","6,107.200","0.000","NA"
"34-9510","Acetaldehyde","5,779.574","5,779.574","0.000","FALSE"
"34-9510","Ammonia","83.034","83.034","0.000","FALSE"
"34-9510","Methanol","70.161","70.161","0.000","FALSE"
"34-9510","Acrolein","66.723","66.723","0.000","FALSE"
"34-9510","Hexane","48.600","48.600","0.000","FALSE"
"34-9510","Formaldehyde","47.551","47.551","0.000","FALSE"
"34-9510","Methyl tert-butyl ether","3.978","3.978","0.000","FALSE"
"34-9510","Toluene","2.602","2.602","0.000","FALSE"
"34-9510","Xylenes (mixed) including:","2.506","2.506","0.000","FALSE"
"34-9510","Total - Heavy Metals Only","1.021","1.021","0.000","TRUE"
"34-9510","Zinc","0.752","0.752","0.000","TRUE"
"34-9510","Ethyl benzene","0.606","0.606","0.000","FALSE"
"34-9510","Benzene","0.577","0.577","0.000","FALSE"
"34-9510","Naphthalene","0.134","0.134","0.000","FALSE"
"34-9510","Barium","0.114","0.114","0.000","FALSE"
"34-9510","Vanadium (fume or dust)","0.060","0.060","0.000","TRUE"
"34-9510","Nickel","0.054","0.054","0.000","TRUE"
"34-9510","Molybdenum trioxide","0.043","0.043","0.000","TRUE"
"34-9510","Chromium VI","0.036","0.036","0.000","TRUE"
"34-9510","Cadmium","0.029","0.029","0.000","TRUE"
"34-9510","Copper and compounds","0.022","0.022","0.000","TRUE"
"34-9510","Phenol","0.015","0.015","0.000","FALSE"
"34-9510","Manganese","0.010","0.010","0.000","TRUE"
"34-9510","Mercury","0.007","0.007","0.000","TRUE"
"34-9510","Arsenic","0.005","0.005","0.000","TRUE"
"34-9510","Biphenyl","0.003","0.003","0.000","FALSE"
"34-9510","Cobalt","0.002","0.002","0.000","TRUE"
"34-9510","2-Methyl naphthalene","0.001","0.001","0.000","FALSE"
"34-9510","Selenium","0.001","0.001","0.000","TRUE"
"34-9510","Phenanthrene","0.000","0.000","0.000","FALSE"
"34-9510","7,12-Dimethylbenz[a]anthracene","0.000","0.000","0.000","FALSE"
"34-9510","Beryllium","0.000","0.000","0.000","FALSE"
"34-9510","Pyrene","0.000","0.000","0.000","FALSE"
"34-9510","Fluoranthene","0.000","0.000","0.000","FALSE"
"34-9510","Fluorene","0.000","0.000","0.000","FALSE"
"34-9510","Anthracene","0.000","0.000","0.000","FALSE"
"34-9510","Indeno[1,2,3-cd]pyrene","0.000","0.000","0.000","FALSE"
"34-9510","Benzo[k]fluoranthene","0.000","0.000","0.000","FALSE"
"34-9510","Benz[a]anthracene","0.000","0.000","0.000","FALSE"
"34-9510","Acenaphthylene","0.000","0.000","0.000","FALSE"
"34-9510","Acenaphthene","0.000","0.000","0.000","FALSE"
"34-9510","3-Methylcholanthrene","0.000","0.000","0.000","FALSE"
"34-9510","Chrysene","0.000","0.000","0.000","FALSE"
"34-9510","Benzo[b]fluoranthene","0.000","0.000","0.000","FALSE"
"34-9510","Dibenz[a,h]acridine","0.000","0.000","0.000","FALSE"
"34-9510","Benzo[g,h,i]perylene","0.000","0.000","0.000","FALSE"
"34-9510","Benzo[a]pyrene","0.000","0.000","0.000","FALSE"
"34-0005","Total - All Pollutants","512.237","172.062","340.175","NA"
"34-0005","Total - Heavy Metals Only","300.089","1.306","298.783","TRUE"
"34-0005","Zinc","171.594","0.963","170.632","TRUE"
"34-0005","Zinc oxide","121.717","0.000","121.717","TRUE"
"34-0005","Ammonia","106.208","106.208","0.000","FALSE"
"34-0005","Hexane","59.742","59.742","0.000","FALSE"
"34-0005","Sulfuric acid","41.392","0.000","41.392","FALSE"
"34-0005","Lead","5.972","0.000","5.972","TRUE"
"34-0005","Formaldehyde","2.489","2.489","0.000","FALSE"
"34-0005","Toluene","0.880","0.880","0.000","FALSE"
"34-0005","Xylenes (mixed) including:","0.654","0.654","0.000","FALSE"
"34-0005","Manganese","0.439","0.013","0.427","TRUE"
"34-0005","Ethyl benzene","0.229","0.229","0.000","FALSE"
"34-0005","Benzene","0.193","0.193","0.000","FALSE"
"34-0005","Barium","0.146","0.146","0.000","FALSE"
"34-0005","Acetaldehyde","0.103","0.103","0.000","FALSE"
"34-0005","Acrolein","0.090","0.090","0.000","FALSE"
"34-0005","Chromium VI","0.082","0.046","0.035","TRUE"
"34-0005","Vanadium (fume or dust)","0.076","0.076","0.000","TRUE"
"34-0005","Nickel","0.070","0.070","0.000","TRUE"
"34-0005","Molybdenum trioxide","0.055","0.055","0.000","TRUE"
"34-0005","Cadmium","0.037","0.037","0.000","TRUE"
"34-0005","Copper and compounds","0.028","0.028","0.000","TRUE"
"34-0005","Naphthalene","0.020","0.020","0.000","FALSE"
"34-0005","Mercury","0.009","0.009","0.000","TRUE"
