"key","Pollutant","2016 Total Emissions (lbs)","2016 Total Uncontrolled Emissions (lbs)","2016 Total Other Emissions (lbs)","Is Heavy Metal"
"34-9514","Beryllium","0.001","0.001","0.000","FALSE"
"34-9514","Pyrene","0.001","0.001","0.000","FALSE"
"34-9514","Fluoranthene","0.000","0.000","0.000","FALSE"
"34-9514","Fluorene","0.000","0.000","0.000","FALSE"
"34-9514","Anthracene","0.000","0.000","0.000","FALSE"
"34-9514","Indeno[1,2,3-cd]pyrene","0.000","0.000","0.000","FALSE"
"34-9514","Chrysene","0.000","0.000","0.000","FALSE"
"34-9514","Acenaphthene","0.000","0.000","0.000","FALSE"
"34-9514","3-Methylcholanthrene","0.000","0.000","0.000","FALSE"
"34-9514","Acenaphthylene","0.000","0.000","0.000","FALSE"
"34-9514","Benz[a]anthracene","0.000","0.000","0.000","FALSE"
"34-9514","Benzo[b]fluoranthene","0.000","0.000","0.000","FALSE"
"34-9514","Benzo[k]fluoranthene","0.000","0.000","0.000","FALSE"
"34-9514","Benzo[g,h,i]perylene","0.000","0.000","0.000","FALSE"
"34-9514","Dibenz[a,h]acridine","0.000","0.000","0.000","FALSE"
"34-9514","Benzo[a]pyrene","0.000","0.000","0.000","FALSE"
"34-9514",NA,"0.000","0.000","0.000","FALSE"
"03-0003","Total - All Pollutants","10,108.073","10,108.073","0.000","NA"
"03-0003","Styrene","10,091.372","10,091.372","0.000","FALSE"
"03-0003","Silica, crystalline (respirable)","9.300","9.300","0.000","FALSE"
"03-0003","Aluminum","5.090","5.090","0.000","FALSE"
"03-0003","Total - Heavy Metals Only","1.981","1.981","0.000","TRUE"
"03-0003","Manganese","0.855","0.855","0.000","TRUE"
"03-0003","Copper and compounds","0.596","0.596","0.000","TRUE"
"03-0003","Barium","0.330","0.330","0.000","FALSE"
"03-0003","Zinc","0.160","0.160","0.000","TRUE"
"03-0003","Cobalt","0.160","0.160","0.000","TRUE"
"03-0003","Antimony trioxide","0.160","0.160","0.000","TRUE"
"03-0003","Nickel","0.050","0.050","0.000","TRUE"
"03-0010","Total - All Pollutants","6,432.322","6,432.322","0.000","NA"
"03-0010","Ammonia","6,071.826","6,071.826","0.000","FALSE"
"03-0010","Formaldehyde","81.780","81.780","0.000","FALSE"
"03-0010","Total - Heavy Metals Only","46.063","46.063","0.000","TRUE"
"03-0010","Propylene","44.865","44.865","0.000","FALSE"
"03-0010","Hydrogen sulfide","38.780","38.780","0.000","FALSE"
"03-0010","Benzene","33.595","33.595","0.000","FALSE"
"03-0010","Hydrochloric acid","33.313","33.313","0.000","FALSE"
"03-0010","Zinc","31.617","31.617","0.000","TRUE"
"03-0010","Ethyl benzene","25.686","25.686","0.000","FALSE"
"03-0010","Toluene","18.255","18.255","0.000","FALSE"
"03-0010","Phenol","17.716","17.716","0.000","FALSE"
"03-0010","Copper and compounds","7.660","7.660","0.000","TRUE"
"03-0010","Xylenes (mixed) including:","4.853","4.853","0.000","FALSE"
"03-0010","Methylene chloride","4.491","4.491","0.000","FALSE"
"03-0010","Chromium compounds including but not limited to:","2.197","2.197","0.000","TRUE"
"03-0010","Nickel","2.171","2.171","0.000","TRUE"
"03-0010","Acetaldehyde","2.092","2.092","0.000","FALSE"
"03-0010","Hexane","1.948","1.948","0.000","FALSE"
"03-0010","Cyanide compounds (inorganic) including but not limited to:","1.172","1.172","0.000","FALSE"
"03-0010","Silver","1.172","1.172","0.000","TRUE"
"03-0010","Methanol","0.857","0.857","0.000","FALSE"
"03-0010","1,4-Dichlorobenzene","0.805","0.805","0.000","FALSE"
"03-0010","Lead","0.750","0.750","0.000","TRUE"
"03-0010","Styrene","0.723","0.723","0.000","FALSE"
"03-0010","Vinyl chloride","0.675","0.675","0.000","FALSE"
"03-0010","Acrolein","0.472","0.472","0.000","FALSE"
"03-0010","1,3-Butadiene","0.457","0.457","0.000","FALSE"
"03-0010","Methyl chloroform","0.304","0.304","0.000","FALSE"
"03-0010","Perchloroethylene","0.249","0.249","0.000","FALSE"
"03-0010","Trichloroethylene","0.234","0.234","0.000","FALSE"
"03-0010","Arsenic","0.187","0.187","0.000","TRUE"
"03-0010","Selenium","0.184","0.184","0.000","TRUE"
"03-0010","Chloroform","0.166","0.166","0.000","FALSE"
"03-0010","1,4-Dioxane","0.164","0.164","0.000","FALSE"
"03-0010","1,1,2-Trichloroethane","0.142","0.142","0.000","FALSE"
"03-0010","Ethylene dichloride","0.129","0.129","0.000","FALSE"
"03-0010","Vinylidene chloride","0.095","0.095","0.000","FALSE"
"03-0010","Cyclohexane","0.089","0.089","0.000","FALSE"
"03-0010","Carbon tetrachloride","0.083","0.083","0.000","FALSE"
"03-0010","Ethylene dibromide","0.082","0.082","0.000","FALSE"
"03-0010","Cadmium","0.078","0.078","0.000","TRUE"
"03-0010","2,2,4-Trimethylpentane","0.064","0.064","0.000","FALSE"
"03-0010","Dichlorobenzenes (mixed isomers) including:","0.060","0.060","0.000","FALSE"
"03-0010","Mercury","0.037","0.037","0.000","TRUE"
"03-0010","Chlorobenzene","0.014","0.014","0.000","FALSE"
"03-0010","Barium","0.011","0.011","0.000","FALSE"
"03-0010","Vanadium (fume or dust)","0.006","0.006","0.000","TRUE"
"03-0010","Methyl ethyl ketone","0.005","0.005","0.000","FALSE"
"03-0010","Chromium VI","0.003","0.003","0.000","TRUE"
"03-0010","Biphenyl","0.002","0.002","0.000","FALSE"
"03-0010","Naphthalene","0.001","0.001","0.000","FALSE"
"03-0010","Manganese","0.001","0.001","0.000","TRUE"
"03-0010","Benzo[k]fluoranthene","0.000","0.000","0.000","FALSE"
"03-0010","Cobalt","0.000","0.000","0.000","TRUE"
"03-0010","Benzo[g,h,i]perylene","0.000","0.000","0.000","FALSE"
"03-0010","2-Methyl naphthalene","0.000","0.000","0.000","FALSE"
"03-0010","Benzo[b]fluoranthene","0.000","0.000","0.000","FALSE"
"03-0010","Phenanthrene","0.000","0.000","0.000","FALSE"
"03-0010","Chrysene","0.000","0.000","0.000","FALSE"
"03-0010","Indeno[1,2,3-cd]pyrene","0.000","0.000","0.000","FALSE"
"03-0010","Dibenz[a,h]anthracene","0.000","0.000","0.000","FALSE"
"03-0010","Pyrene","0.000","0.000","0.000","FALSE"
"03-0010","Fluoranthene","0.000","0.000","0.000","FALSE"
"03-0010","Acenaphthene","0.000","0.000","0.000","FALSE"
"03-0010","Anthracene","0.000","0.000","0.000","FALSE"
"03-0010","Benz[a]anthracene","0.000","0.000","0.000","FALSE"
"03-0010","Fluorene","0.000","0.000","0.000","FALSE"
"03-0010","7,12-Dimethylbenz[a]anthracene","0.000","0.000","0.000","FALSE"
"03-0010","Benzo[a]pyrene","0.000","0.000","0.000","FALSE"
"03-0010","Acenaphthylene","0.000","0.000","0.000","FALSE"
"03-0010","Beryllium","0.000","0.000","0.000","FALSE"
"03-0010","3-Methylcholanthrene","0.000","0.000","0.000","FALSE"
"03-0010","Dibenz[a,h]acridine","0.000","0.000","0.000","FALSE"
"03-0011","Total - All Pollutants","8,587.765","8,587.765","0.000","NA"
"03-0011","Ammonia","8,067.900","8,067.900","0.000","FALSE"
"03-0011","Diesel Particulate Matter","95.408","95.408","0.000","FALSE"
"03-0011","Formaldehyde","88.174","88.174","0.000","FALSE"
"03-0011","Total - Heavy Metals Only","81.384","81.384","0.000","TRUE"
"03-0011","Zinc","63.389","63.389","0.000","TRUE"
"03-0011","Benzene","42.665","42.665","0.000","FALSE"
"03-0011","Phenol","40.374","40.374","0.000","FALSE"
"03-0011","Propylene","34.932","34.932","0.000","FALSE"
"03-0011","Hydrochloric acid","33.790","33.790","0.000","FALSE"
"03-0011","Hydrogen sulfide","33.672","33.672","0.000","FALSE"
"03-0011","Toluene","23.756","23.756","0.000","FALSE"
"03-0011","Ethyl benzene","17.254","17.254","0.000","FALSE"
"03-0011","Copper and compounds","14.244","14.244","0.000","TRUE"
"03-0011","Xylenes (mixed) including:","5.456","5.456","0.000","FALSE"
"03-0011","Acetaldehyde","4.602","4.602","0.000","FALSE"
"03-0011","Methylene chloride","4.486","4.486","0.000","FALSE"
"03-0011","Methanol","2.286","2.286","0.000","FALSE"
"03-0011","Hexane","2.215","2.215","0.000","FALSE"
"03-0011","Cyanide compounds (inorganic) including but not limited to:","1.997","1.997","0.000","FALSE"
"03-0011","Nickel","1.485","1.485","0.000","TRUE"
"03-0011","Lead","1.213","1.213","0.000","TRUE"
"03-0011","1,3-Butadiene","1.183","1.183","0.000","FALSE"
"03-0011","Styrene","1.036","1.036","0.000","FALSE"
"03-0011","1,4-Dichlorobenzene","0.992","0.992","0.000","FALSE"
"03-0011","Vinyl chloride","0.815","0.815","0.000","FALSE"
"03-0011","Acrolein","0.581","0.581","0.000","FALSE"
"03-0011","1,1,2-Trichloroethane","0.372","0.372","0.000","FALSE"
"03-0011","Methyl chloroform","0.324","0.324","0.000","FALSE"
"03-0011","Silver","0.304","0.304","0.000","TRUE"
"03-0011","Arsenic","0.295","0.295","0.000","TRUE"
"03-0011","Trichloroethylene","0.284","0.284","0.000","FALSE"
"03-0011","Perchloroethylene","0.277","0.277","0.000","FALSE"
"03-0011","Selenium","0.240","0.240","0.000","TRUE"
"03-0011","Cyclohexane","0.238","0.238","0.000","FALSE"
"03-0011","Chloroform","0.204","0.204","0.000","FALSE"
"03-0011","1,4-Dioxane","0.201","0.201","0.000","FALSE"
"03-0011","2,2,4-Trimethylpentane","0.171","0.171","0.000","FALSE"
"03-0011","Ethylene dichloride","0.142","0.142","0.000","FALSE"
"03-0011","Cadmium","0.126","0.126","0.000","TRUE"
"03-0011","Vinylidene chloride","0.113","0.113","0.000","FALSE"
"03-0011","Benzo[a]pyrene","0.103","0.103","0.000","FALSE"
"03-0011","Carbon tetrachloride","0.103","0.103","0.000","FALSE"
"03-0011","Ethylene dibromide","0.101","0.101","0.000","FALSE"
"03-0011","Naphthalene","0.060","0.060","0.000","FALSE"
"03-0011","Dichlorobenzenes (mixed isomers) including:","0.054","0.054","0.000","FALSE"
"03-0011","Mercury","0.051","0.051","0.000","TRUE"
"03-0011","Barium","0.033","0.033","0.000","FALSE"
"03-0011","Vanadium (fume or dust)","0.017","0.017","0.000","TRUE"
"03-0011","Chlorobenzene","0.013","0.013","0.000","FALSE"
"03-0011","Manganese","0.012","0.012","0.000","TRUE"
"03-0011","Chromium VI","0.007","0.007","0.000","TRUE"
"03-0011","Biphenyl","0.006","0.006","0.000","FALSE"
"03-0011","Methyl ethyl ketone","0.005","0.005","0.000","FALSE"
"03-0011","Benzo[k]fluoranthene","0.001","0.001","0.000","FALSE"
"03-0011","Cobalt","0.001","0.001","0.000","TRUE"
"03-0011","Benzo[g,h,i]perylene","0.000","0.000","0.000","FALSE"
"03-0011","2-Methyl naphthalene","0.000","0.000","0.000","FALSE"
"03-0011","Benzo[b]fluoranthene","0.000","0.000","0.000","FALSE"
"03-0011","Phenanthrene","0.000","0.000","0.000","FALSE"
"03-0011","Chrysene","0.000","0.000","0.000","FALSE"
"03-0011","Indeno[1,2,3-cd]pyrene","0.000","0.000","0.000","FALSE"
"03-0011","Dibenz[a,h]anthracene","0.000","0.000","0.000","FALSE"
"03-0011","Pyrene","0.000","0.000","0.000","FALSE"
"03-0011","Fluoranthene","0.000","0.000","0.000","FALSE"
"03-0011","Acenaphthene","0.000","0.000","0.000","FALSE"
"03-0011","Anthracene","0.000","0.000","0.000","FALSE"
"03-0011","Benz[a]anthracene","0.000","0.000","0.000","FALSE"
"03-0011","Fluorene","0.000","0.000","0.000","FALSE"
"03-0011","7,12-Dimethylbenz[a]anthracene","0.000","0.000","0.000","FALSE"
"03-0011","Acenaphthylene","0.000","0.000","0.000","FALSE"
"03-0011","Beryllium","0.000","0.000","0.000","FALSE"
"03-0011","3-Methylcholanthrene","0.000","0.000","0.000","FALSE"
"03-0011","Dibenz[a,h]acridine","0.000","0.000","0.000","FALSE"
"03-0016","Total - All Pollutants","305.051","266.761","38.290","NA"
"03-0016","Total - Heavy Metals Only","225.850","225.841","0.010","TRUE"
"03-0016","Chromium VI","101.974","101.974","0.000","TRUE"
"03-0016","Nickel","64.637","64.632","0.005","TRUE"
"03-0016","Manganese","57.453","57.450","0.003","TRUE"
"03-0016","Silica, crystalline (respirable)","38.280","0.000","38.280","FALSE"
"03-0016","Formaldehyde","22.025","22.025","0.000","FALSE"
"03-0016","Aluminum","5.602","5.601","0.000","FALSE"
"03-0016","Acetaldehyde","3.484","3.484","0.000","FALSE"
"03-0016","Ammonia","2.945","2.945","0.000","FALSE"
"03-0016","Acrolein","2.140","2.140","0.000","FALSE"
"03-0016","Hexane","1.340","1.340","0.000","FALSE"
"03-0016","Methanol","1.040","1.040","0.000","FALSE"
"03-0016","Molybdenum trioxide","0.913","0.913","0.000","TRUE"
"03-0016","Phosphorus","0.871","0.871","0.000","FALSE"
"03-0016","Xylenes (mixed) including:","0.778","0.778","0.000","FALSE"
"03-0016","Copper and compounds","0.734","0.733","0.001","TRUE"
"03-0016","Benzene","0.186","0.186","0.000","FALSE"
"03-0016","Toluene","0.183","0.183","0.000","FALSE"
"03-0016","1,3-Butadiene","0.111","0.111","0.000","FALSE"
"03-0016","Vanadium (fume or dust)","0.108","0.107","0.000","TRUE"
"03-0016","Naphthalene","0.031","0.031","0.000","FALSE"
"03-0016","Ethyl benzene","0.020","0.020","0.000","FALSE"
"03-0016","Ethylene dibromide","0.018","0.018","0.000","FALSE"
"03-0016","Lead","0.018","0.017","0.001","TRUE"
"03-0016","1,1,2,2-Tetrachloroethane","0.017","0.017","0.000","FALSE"
"03-0016","Carbon tetrachloride","0.015","0.015","0.000","FALSE"
"03-0016","Zinc","0.014","0.014","0.000","TRUE"
"03-0016","2-Methyl naphthalene","0.014","0.014","0.000","FALSE"
"03-0016","1,1,2-Trichloroethane","0.013","0.013","0.000","FALSE"
"03-0016","Chloroform","0.012","0.012","0.000","FALSE"
"03-0016","1,2-Dichloropropane","0.011","0.011","0.000","FALSE"
"03-0016","1,3-Dichloropropene","0.011","0.011","0.000","FALSE"
"03-0016","Ethylene dichloride","0.010","0.010","0.000","FALSE"
"03-0016","Styrene","0.010","0.010","0.000","FALSE"
"03-0016","Methylene chloride","0.008","0.008","0.000","FALSE"
"03-0016","Vinyl chloride","0.006","0.006","0.000","FALSE"
"03-0016","1,2,4-Trimethylbenzene","0.006","0.006","0.000","FALSE"
"03-0016","Phenanthrene","0.004","0.004","0.000","FALSE"
"03-0016","Fluorene","0.002","0.002","0.000","FALSE"
"03-0016","Acenaphthylene","0.002","0.002","0.000","FALSE"
"03-0016","Barium","0.002","0.002","0.000","FALSE"
"03-0016","Pyrene","0.001","0.001","0.000","FALSE"
"03-0016","Acenaphthene","0.001","0.001","0.000","FALSE"
"03-0016","Fluoranthene","0.000","0.000","0.000","FALSE"
"03-0016","Chrysene","0.000","0.000","0.000","FALSE"
"03-0016","Benzo[g,h,i]perylene","0.000","0.000","0.000","FALSE"
"03-0016","Benzo[e]pyrene","0.000","0.000","0.000","FALSE"
"03-0016","Mercury","0.000","0.000","0.000","TRUE"
"03-0016","Arsenic","0.000","0.000","0.000","TRUE"
"03-0016","Benzo[b]fluoranthene","0.000","0.000","0.000","FALSE"
"03-0016","7,12-Dimethylbenz[a]anthracene","0.000","0.000","0.000","FALSE"
"03-0016","Beryllium","0.000","0.000","0.000","FALSE"
"03-0016","Anthracene","0.000","0.000","0.000","FALSE"
"03-0016","Benz[a]anthracene","0.000","0.000","0.000","FALSE"
"03-0016","Indeno[1,2,3-cd]pyrene","0.000","0.000","0.000","FALSE"
"03-0016","3-Methylcholanthrene","0.000","0.000","0.000","FALSE"
"03-0016","Benzo[k]fluoranthene","0.000","0.000","0.000","FALSE"
"03-0016","Benzo[a]pyrene","0.000","0.000","0.000","FALSE"
"03-0016","Dibenz[a,h]acridine","0.000","0.000","0.000","FALSE"
"03-0016",NA,"0.000","0.000","0.000","FALSE"
"03-0037","Total - All Pollutants","33.697","33.697","0.000","NA"
"03-0037","Ammonia","20.800","20.800","0.000","FALSE"
"03-0037","Hexane","11.700","11.700","0.000","FALSE"
"03-0037","Formaldehyde","0.488","0.488","0.000","FALSE"
"03-0037","Total - Heavy Metals Only","0.256","0.256","0.000","TRUE"
"03-0037","Zinc","0.188","0.188","0.000","TRUE"
"03-0037","Toluene","0.172","0.172","0.000","FALSE"
"03-0037","Xylenes (mixed) including:","0.128","0.128","0.000","FALSE"
"03-0037","Ethyl benzene","0.045","0.045","0.000","FALSE"
"03-0037","Benzene","0.038","0.038","0.000","FALSE"
"03-0037","Barium","0.029","0.029","0.000","FALSE"
"03-0037","Acetaldehyde","0.020","0.020","0.000","FALSE"
"03-0037","Acrolein","0.018","0.018","0.000","FALSE"
"03-0037","Vanadium (fume or dust)","0.015","0.015","0.000","TRUE"
"03-0037","Nickel","0.014","0.014","0.000","TRUE"
"03-0037","Molybdenum trioxide","0.011","0.011","0.000","TRUE"
"03-0037","Chromium VI","0.009","0.009","0.000","TRUE"
"03-0037","Cadmium","0.007","0.007","0.000","TRUE"
"03-0037","Copper and compounds","0.006","0.006","0.000","TRUE"
"03-0037","Naphthalene","0.004","0.004","0.000","FALSE"
"03-0037","Manganese","0.002","0.002","0.000","TRUE"
"03-0037","Mercury","0.002","0.002","0.000","TRUE"
"03-0037","Arsenic","0.001","0.001","0.000","TRUE"
"03-0037","Cobalt","0.001","0.001","0.000","TRUE"
"03-0037","2-Methyl naphthalene","0.000","0.000","0.000","FALSE"
"03-0037","Selenium","0.000","0.000","0.000","TRUE"
"03-0037","Phenanthrene","0.000","0.000","0.000","FALSE"
"03-0037","7,12-Dimethylbenz[a]anthracene","0.000","0.000","0.000","FALSE"
"03-0037","Beryllium","0.000","0.000","0.000","FALSE"
"03-0037","Pyrene","0.000","0.000","0.000","FALSE"
"03-0037","Fluoranthene","0.000","0.000","0.000","FALSE"
"03-0037","Fluorene","0.000","0.000","0.000","FALSE"
"03-0037","Anthracene","0.000","0.000","0.000","FALSE"
"03-0037","Benzo[b]fluoranthene","0.000","0.000","0.000","FALSE"
"03-0037","Acenaphthylene","0.000","0.000","0.000","FALSE"
"03-0037","Chrysene","0.000","0.000","0.000","FALSE"
"03-0037","Acenaphthene","0.000","0.000","0.000","FALSE"
"03-0037","3-Methylcholanthrene","0.000","0.000","0.000","FALSE"
"03-0037","Indeno[1,2,3-cd]pyrene","0.000","0.000","0.000","FALSE"
"03-0037","Benz[a]anthracene","0.000","0.000","0.000","FALSE"
"03-0037","Benzo[k]fluoranthene","0.000","0.000","0.000","FALSE"
"03-0037","Benzo[a]pyrene","0.000","0.000","0.000","FALSE"
"03-0037","Benzo[g,h,i]perylene","0.000","0.000","0.000","FALSE"
"03-0037","Dibenz[a,h]acridine","0.000","0.000","0.000","FALSE"
"03-0041","Total - All Pollutants","8,990.265","8,846.265","144.000","NA"
"03-0041","Styrene","8,873.000","8,729.000","144.000","FALSE"
"03-0041","Dimethyl phthalate","65.000","65.000","0.000","FALSE"
"03-0041","Methyl ethly ketone peroxide","45.000","45.000","0.000","FALSE"
"03-0041","Total - Heavy Metals Only","3.255","3.255","0.000","TRUE"
"03-0041","Cobalt Carboxylate","3.200","3.200","0.000","TRUE"
"03-0041","Hexane","2.495","2.495","0.000","FALSE"
"03-0041","N,N-Dimethylaniline","1.400","1.400","0.000","FALSE"
"03-0041","Formaldehyde","0.104","0.104","0.000","FALSE"
"03-0041","Zinc","0.040","0.040","0.000","TRUE"
"03-0041","Barium","0.006","0.006","0.000","FALSE"
"03-0041","Toluene","0.005","0.005","0.000","FALSE"
"03-0041","Vanadium (fume or dust)","0.003","0.003","0.000","TRUE"
"03-0041","Nickel","0.003","0.003","0.000","TRUE"
"03-0041","Molybdenum trioxide","0.002","0.002","0.000","TRUE"
"03-0041","Chromium VI","0.002","0.002","0.000","TRUE"
"03-0041","Cadmium","0.002","0.002","0.000","TRUE"
"03-0041","Copper and compounds","0.001","0.001","0.000","TRUE"
"03-0041","Naphthalene","0.001","0.001","0.000","FALSE"
"03-0041","Manganese","0.001","0.001","0.000","TRUE"
"03-0041","Mercury","0.000","0.000","0.000","TRUE"
"03-0041","Arsenic","0.000","0.000","0.000","TRUE"
"03-0041","Cobalt","0.000","0.000","0.000","TRUE"
"03-0041","Selenium","0.000","0.000","0.000","TRUE"
"03-0041","2-Methyl naphthalene","0.000","0.000","0.000","FALSE"
"03-0041","Phenanthrene","0.000","0.000","0.000","FALSE"
"03-0041","7,12-Dimethylbenz[a]anthracene","0.000","0.000","0.000","FALSE"
"03-0041","Beryllium","0.000","0.000","0.000","FALSE"
"03-0041","Pyrene","0.000","0.000","0.000","FALSE"
"03-0041","Fluoranthene","0.000","0.000","0.000","FALSE"
"03-0041","Fluorene","0.000","0.000","0.000","FALSE"
"03-0041","Anthracene","0.000","0.000","0.000","FALSE"
"03-0041","Chrysene","0.000","0.000","0.000","FALSE"
"03-0041","Acenaphthene","0.000","0.000","0.000","FALSE"
"03-0041","Acenaphthylene","0.000","0.000","0.000","FALSE"
"03-0041","Benzo[k]fluoranthene","0.000","0.000","0.000","FALSE"
"03-0041","3-Methylcholanthrene","0.000","0.000","0.000","FALSE"
"03-0041","Indeno[1,2,3-cd]pyrene","0.000","0.000","0.000","FALSE"
"03-0041","Benzo[b]fluoranthene","0.000","0.000","0.000","FALSE"
"03-0041","Benz[a]anthracene","0.000","0.000","0.000","FALSE"
"03-0041","Benzo[a]pyrene","0.000","0.000","0.000","FALSE"
"03-0041","Benzo[g,h,i]perylene","0.000","0.000","0.000","FALSE"
"03-0041","Dibenz[a,h]acridine","0.000","0.000","0.000","FALSE"
"03-0050","Total - All Pollutants","148.625","148.625","0.000","NA"
"03-0050","Diesel Particulate Matter","130.369","130.369","0.000","FALSE"
"03-0050","Formaldehyde","6.717","6.717","0.000","FALSE"
"03-0050","Ammonia","3.113","3.113","0.000","FALSE"
"03-0050","Acetaldehyde","3.048","3.048","0.000","FALSE"
"03-0050","Propylene","1.817","1.817","0.000","FALSE"
"03-0050","1,3-Butadiene","0.846","0.846","0.000","FALSE"
"03-0050","Benzene","0.725","0.725","0.000","FALSE"
"03-0050","Hydrochloric acid","0.725","0.725","0.000","FALSE"
"03-0050","Toluene","0.410","0.410","0.000","FALSE"
"03-0050","Total - Heavy Metals Only","0.191","0.191","0.000","TRUE"
"03-0050","Xylenes (mixed) including:","0.165","0.165","0.000","FALSE"
"03-0050","Benzo[a]pyrene","0.141","0.141","0.000","FALSE"
"03-0050","Acrolein","0.132","0.132","0.000","FALSE"
"03-0050","Hexane","0.105","0.105","0.000","FALSE"
"03-0050","Zinc","0.087","0.087","0.000","TRUE"
"03-0050","Naphthalene","0.077","0.077","0.000","FALSE"
"03-0050","Ethyl benzene","0.042","0.042","0.000","FALSE"
"03-0050","Lead","0.032","0.032","0.000","TRUE"
"03-0050","Copper and compounds","0.016","0.016","0.000","TRUE"
"03-0050","Nickel","0.015","0.015","0.000","TRUE"
"03-0050","Manganese","0.012","0.012","0.000","TRUE"
"03-0050","Selenium","0.009","0.009","0.000","TRUE"
"03-0050","Mercury","0.008","0.008","0.000","TRUE"
"03-0050","Arsenic","0.006","0.006","0.000","TRUE"
"03-0050","Cadmium","0.006","0.006","0.000","TRUE"
"03-0050","Chlorobenzene","0.001","0.001","0.000","FALSE"
"03-0050","Chromium VI","0.000","0.000","0.000","TRUE"
"03-0052","Total - All Pollutants","29.163","28.482","0.681","NA"
"03-0052","Formaldehyde","13.379","13.379","0.000","FALSE"
"03-0052","Total - Heavy Metals Only","4.954","4.683","0.271","TRUE"
"03-0052","Ammonia","3.878","3.878","0.000","FALSE"
"03-0052","Manganese","3.062","3.035","0.027","TRUE"
"03-0052","Acetaldehyde","2.110","2.110","0.000","FALSE"
"03-0052","Hexane","1.990","1.990","0.000","FALSE"
"03-0052","Nickel","1.713","1.604","0.108","TRUE"
"03-0052","Acrolein","1.297","1.297","0.000","FALSE"
"03-0052","Methanol","0.629","0.629","0.000","FALSE"
"03-0052","Aluminum","0.394","0.000","0.394","FALSE"
"03-0052","Toluene","0.128","0.128","0.000","FALSE"
"03-0052","Benzene","0.116","0.116","0.000","FALSE"
"03-0052","Copper and compounds","0.085","0.001","0.084","TRUE"
"03-0052","1,3-Butadiene","0.067","0.067","0.000","FALSE"
"03-0052","Xylenes (mixed) including:","0.065","0.065","0.000","FALSE"
"03-0052","Vanadium (fume or dust)","0.053","0.002","0.050","TRUE"
"03-0052","Zinc","0.028","0.028","0.000","TRUE"
"03-0052","Naphthalene","0.019","0.019","0.000","FALSE"
"03-0052","Ethyl benzene","0.017","0.017","0.000","FALSE"
"03-0052","Phosphorus","0.016","0.000","0.016","FALSE"
"03-0052","Ethylene dibromide","0.011","0.011","0.000","FALSE"
"03-0052","1,1,2,2-Tetrachloroethane","0.010","0.010","0.000","FALSE"
"03-0052","Cobalt","0.010","0.009","0.001","TRUE"
"03-0052","Carbon tetrachloride","0.009","0.009","0.000","FALSE"
"03-0052","2-Methyl naphthalene","0.008","0.008","0.000","FALSE"
"03-0052","1,1,2-Trichloroethane","0.008","0.008","0.000","FALSE"
"03-0052","Chloroform","0.007","0.007","0.000","FALSE"
"03-0052","1,2-Dichloropropane","0.007","0.007","0.000","FALSE"
"03-0052","1,3-Dichloropropene","0.007","0.007","0.000","FALSE"
"03-0052","Ethylene dichloride","0.006","0.006","0.000","FALSE"
"03-0052","Styrene","0.006","0.006","0.000","FALSE"
"03-0052","Methylene chloride","0.005","0.005","0.000","FALSE"
"03-0052","Barium","0.004","0.004","0.000","FALSE"
"03-0052","Vinyl chloride","0.004","0.004","0.000","FALSE"
"03-0052","1,2,4-Trimethylbenzene","0.004","0.004","0.000","FALSE"
"03-0052","Phenanthrene","0.003","0.003","0.000","FALSE"
"03-0052","Molybdenum trioxide","0.002","0.002","0.000","TRUE"
"03-0052","Fluorene","0.001","0.001","0.000","FALSE"
"03-0052","Acenaphthylene","0.001","0.001","0.000","FALSE"
"03-0052","Chromium VI","0.001","0.001","0.000","TRUE"
"03-0052","Cadmium","0.001","0.001","0.000","TRUE"
"03-0052","Pyrene","0.000","0.000","0.000","FALSE"
"03-0052","Acenaphthene","0.000","0.000","0.000","FALSE"
"03-0052","Fluoranthene","0.000","0.000","0.000","FALSE"
"03-0052","Mercury","0.000","0.000","0.000","TRUE"
"03-0052","Arsenic","0.000","0.000","0.000","TRUE"
"03-0052","Chrysene","0.000","0.000","0.000","FALSE"
"03-0052","Benzo[g,h,i]perylene","0.000","0.000","0.000","FALSE"
"03-0052","Benzo[e]pyrene","0.000","0.000","0.000","FALSE"
"03-0052","Benzo[b]fluoranthene","0.000","0.000","0.000","FALSE"
"03-0052","Selenium","0.000","0.000","0.000","TRUE"
"03-0052","7,12-Dimethylbenz[a]anthracene","0.000","0.000","0.000","FALSE"
"03-0052","Beryllium","0.000","0.000","0.000","FALSE"
"03-0052","Anthracene","0.000","0.000","0.000","FALSE"
"03-0052","Benz[a]anthracene","0.000","0.000","0.000","FALSE"
"03-0052","Indeno[1,2,3-cd]pyrene","0.000","0.000","0.000","FALSE"
"03-0052","3-Methylcholanthrene","0.000","0.000","0.000","FALSE"
"03-0052","Benzo[k]fluoranthene","0.000","0.000","0.000","FALSE"
"03-0052","Benzo[a]pyrene","0.000","0.000","0.000","FALSE"
"03-0052","Dibenz[a,h]acridine","0.000","0.000","0.000","FALSE"
"03-0061","Total - Heavy Metals Only","22.421","22.421","0.000","TRUE"
"03-0061","Total - All Pollutants","22.421","22.421","0.000","NA"
"03-0061","Copper and compounds","22.383","22.383","0.000","TRUE"
"03-0061","Lead","0.034","0.034","0.000","TRUE"
"03-0061","Nickel","0.004","0.004","0.000","TRUE"
"03-0065","Total - All Pollutants","2,131.459","2,128.763","2.696","NA"
